symbol,date,close,ccy,source
BENCH:DEMO-TR,2025-03-24,4996.06,USD,synthetic
BENCH:DEMO-TR,2025-03-25,5061.14,USD,synthetic
BENCH:DEMO-TR,2025-03-26,5030.55,USD,synthetic
BENCH:DEMO-TR,2025-03-27,5062.58,USD,synthetic
BENCH:DEMO-TR,2025-03-28,5042.24,USD,synthetic
BENCH:DEMO-TR,2025-03-31,5012.26,USD,synthetic
BENCH:DEMO-TR,2025-04-01,5046.18,USD,synthetic
BENCH:DEMO-TR,2025-04-02,5108.27,USD,synthetic
BENCH:DEMO-TR,2025-04-03,5109.34,USD,synthetic
BENCH:DEMO-TR,2025-04-04,5079.72,USD,synthetic
BENCH:DEMO-TR,2025-04-07,5118.34,USD,synthetic
BENCH:DEMO-TR,2025-04-08,5117.6,USD,synthetic
BENCH:DEMO-TR,2025-04-09,5133.44,USD,synthetic
BENCH:DEMO-TR,2025-04-10,5205.34,USD,synthetic
BENCH:DEMO-TR,2025-04-11,5259.91,USD,synthetic
BENCH:DEMO-TR,2025-04-14,5236.88,USD,synthetic
BENCH:DEMO-TR,2025-04-15,5346.08,USD,synthetic
BENCH:DEMO-TR,2025-04-16,5347.85,USD,synthetic
BENCH:DEMO-TR,2025-04-17,5387.28,USD,synthetic
BENCH:DEMO-TR,2025-04-18,5357.51,USD,synthetic
BENCH:DEMO-TR,2025-04-21,5356.96,USD,synthetic
BENCH:DEMO-TR,2025-04-22,5274.2,USD,synthetic
BENCH:DEMO-TR,2025-04-23,5360.59,USD,synthetic
BENCH:DEMO-TR,2025-04-24,5428.09,USD,synthetic
BENCH:DEMO-TR,2025-04-25,5370.35,USD,synthetic
BENCH:DEMO-TR,2025-04-28,5299.21,USD,synthetic
BENCH:DEMO-TR,2025-04-29,5223.48,USD,synthetic
BENCH:DEMO-TR,2025-04-30,5280.33,USD,synthetic
BENCH:DEMO-TR,2025-05-01,5260.07,USD,synthetic
BENCH:DEMO-TR,2025-05-02,5258.78,USD,synthetic
BENCH:DEMO-TR,2025-05-05,5245.56,USD,synthetic
BENCH:DEMO-TR,2025-05-06,5241.41,USD,synthetic
BENCH:DEMO-TR,2025-05-07,5191.65,USD,synthetic
BENCH:DEMO-TR,2025-05-08,5194.34,USD,synthetic
BENCH:DEMO-TR,2025-05-09,5128.67,USD,synthetic
BENCH:DEMO-TR,2025-05-12,5126.91,USD,synthetic
BENCH:DEMO-TR,2025-05-13,5142.69,USD,synthetic
BENCH:DEMO-TR,2025-05-14,5165.88,USD,synthetic
BENCH:DEMO-TR,2025-05-15,5156.65,USD,synthetic
BENCH:DEMO-TR,2025-05-16,5116.26,USD,synthetic
BENCH:DEMO-TR,2025-05-19,5125.14,USD,synthetic
BENCH:DEMO-TR,2025-05-20,5104.33,USD,synthetic
BENCH:DEMO-TR,2025-05-21,5177.79,USD,synthetic
BENCH:DEMO-TR,2025-05-22,5215.12,USD,synthetic
BENCH:DEMO-TR,2025-05-23,5211.28,USD,synthetic
BENCH:DEMO-TR,2025-05-26,5190.74,USD,synthetic
BENCH:DEMO-TR,2025-05-27,5159.47,USD,synthetic
BENCH:DEMO-TR,2025-05-28,5117.5,USD,synthetic
BENCH:DEMO-TR,2025-05-29,5102.78,USD,synthetic
BENCH:DEMO-TR,2025-05-30,5117.85,USD,synthetic
BENCH:DEMO-TR,2025-06-02,5143.13,USD,synthetic
BENCH:DEMO-TR,2025-06-03,5171.0,USD,synthetic
BENCH:DEMO-TR,2025-06-04,5270.23,USD,synthetic
BENCH:DEMO-TR,2025-06-05,5238.37,USD,synthetic
BENCH:DEMO-TR,2025-06-06,5240.56,USD,synthetic
BENCH:DEMO-TR,2025-06-09,5373.94,USD,synthetic
BENCH:DEMO-TR,2025-06-10,5285.25,USD,synthetic
BENCH:DEMO-TR,2025-06-11,5262.03,USD,synthetic
BENCH:DEMO-TR,2025-06-12,5271.64,USD,synthetic
BENCH:DEMO-TR,2025-06-13,5280.54,USD,synthetic
BENCH:DEMO-TR,2025-06-16,5301.51,USD,synthetic
BENCH:DEMO-TR,2025-06-17,5291.71,USD,synthetic
BENCH:DEMO-TR,2025-06-18,5310.74,USD,synthetic
BENCH:DEMO-TR,2025-06-19,5314.85,USD,synthetic
BENCH:DEMO-TR,2025-06-20,5353.34,USD,synthetic
BENCH:DEMO-TR,2025-06-23,5263.76,USD,synthetic
BENCH:DEMO-TR,2025-06-24,5223.42,USD,synthetic
BENCH:DEMO-TR,2025-06-25,5224.88,USD,synthetic
BENCH:DEMO-TR,2025-06-26,5177.92,USD,synthetic
BENCH:DEMO-TR,2025-06-27,5130.8,USD,synthetic
BENCH:DEMO-TR,2025-06-30,5161.32,USD,synthetic
BENCH:DEMO-TR,2025-07-01,5132.68,USD,synthetic
BENCH:DEMO-TR,2025-07-02,5163.55,USD,synthetic
BENCH:DEMO-TR,2025-07-03,5199.75,USD,synthetic
BENCH:DEMO-TR,2025-07-04,5215.66,USD,synthetic
BENCH:DEMO-TR,2025-07-07,5241.07,USD,synthetic
BENCH:DEMO-TR,2025-07-08,5237.71,USD,synthetic
